order_id,customer_id,store_id,order_date,status
768ae72c-7104-48e6-bf2d-15a5700b7558,ab5d643c-fd73-4323-bdd0-5fa6163412ad,775be3e5-a37b-4c52-9fc8-ae9cbf762ce4,2025-07-16 11:06:51,completed
ee38ad62-b01f-40f3-8d90-97edce59b4d6,e583c914-5520-4a4a-acc6-eb3360ae04eb,69d6f82d-95d6-4c0d-8d9e-0834db4a463f,2025-01-07 19:24:02,pending
682907d2-5789-413b-a484-536723f263ce,d63bc967-0d02-4c4c-a2fc-098e109b8be3,69d6f82d-95d6-4c0d-8d9e-0834db4a463f,2025-01-02 09:13:15,completed
9b71720d-4e24-4496-bccd-8a7d98463ca9,02f2b841-821e-4ea6-9280-725530962895,775be3e5-a37b-4c52-9fc8-ae9cbf762ce4,2024-12-27 01:04:13,completed
ac7629b2-20ca-42d4-8025-39f73d18e652,29d771f0-3b5d-432e-957b-98cd0621e401,26532bad-636c-4868-a426-749a55575659,2025-05-11 08:55:36,completed
9372284b-75cd-41ff-9394-e487b201d1d5,e2df7d99-82e7-4a40-88a5-0f7c4408534d,775be3e5-a37b-4c52-9fc8-ae9cbf762ce4,2024-08-11 23:16:58,pending
9259f203-b9e2-46f7-9398-39e597127126,292ca922-a038-4d70-9760-14713b7ddd0c,588807d0-de13-43d9-964d-10b25922179c,2025-03-12 16:15:38,pending
0b87ab36-865f-4b26-9fbf-8372f54599da,561b126b-6718-4151-9d29-09f089a91bcd,1f1c86c1-6191-4fe7-a0c7-5b4e51faf79d,2025-04-30 05:46:00,completed
e9255b81-683a-4c5b-b935-fea937908a15,ca6b0c64-6160-4b01-8b86-03afe46ce88e,26532bad-636c-4868-a426-749a55575659,2025-03-08 09:54:27,completed
a66582a3-fdeb-4731-903c-e6eb380aa180,ab414b5c-cd20-4672-beae-f910e3694df7,fecb2175-248c-490e-bcc2-3643fadf8ff0,2025-06-11 03:53:38,completed
3bb195fb-e400-48b8-9135-5be5cf91cde4,96fbff15-44ea-4a67-af07-faf4ceb18691,c45c9eb4-af8f-4e19-8cbb-d2f0134f79db,2024-10-11 00:13:24,pending
9e44e687-0bab-43f3-a04b-bc15cbf27d42,d109f435-03b8-409a-b824-bcdc6de2be28,fecb2175-248c-490e-bcc2-3643fadf8ff0,2024-12-09 12:38:04,cancelled
639e5d1a-d4f6-4ccf-ad81-0f64f7644c01,0f48a87b-6974-4444-9c92-4bfe02adfd9a,1bc4bab9-b73e-46eb-9ea6-c8f1479049bb,2025-05-07 10:01:17,completed
7e449dd8-ef0b-40ad-974d-e0b1c2d9b1a2,748a8521-c4b7-4cf6-89ed-2863271117b6,66bd0f1e-bb5a-4497-b2ba-c5d8986f5a63,2025-05-02 07:10:10,completed
5ed855eb-1370-4172-8855-9664941a6231,d1748fa1-4967-426a-9b04-79ebfeed8138,26532bad-636c-4868-a426-749a55575659,2024-10-23 14:39:39,cancelled
26736148-045a-428c-9c1a-7ac3a7f05493,1ee6f716-7af2-4231-9ef2-b26dbc941954,c45c9eb4-af8f-4e19-8cbb-d2f0134f79db,2025-04-21 19:02:03,completed
6a20a493-5476-4c21-a2c4-a368e50e1e8b,b200ea93-21f2-4933-b2a1-ee4ab47ff8e5,1bc4bab9-b73e-46eb-9ea6-c8f1479049bb,2025-02-21 21:14:46,completed
60b7dfa3-397b-4d15-b72b-d165f04e81dd,fab12427-b911-46f5-b230-d659a54c464e,c0474d8d-97e1-4c58-a9e3-5aa80c5a4829,2025-04-03 03:35:58,completed
8a21f7cb-923a-4ab1-8575-42a3bcadb886,b72ecba3-05c2-4090-9a67-c1e0007a5327,588807d0-de13-43d9-964d-10b25922179c,2025-05-30 01:51:23,cancelled
66dcf427-dad4-46cc-a16a-5b940deec848,0d4028ad-f12e-4adc-8ed7-be6262243c7c,69d6f82d-95d6-4c0d-8d9e-0834db4a463f,2025-01-30 00:15:33,cancelled
36400bbf-70c4-43c4-8bca-eb02c8fc8a9c,6010b3f0-e6c4-49e9-9742-aa4a198dba69,c45c9eb4-af8f-4e19-8cbb-d2f0134f79db,2025-07-16 07:31:30,pending
dbdfabc4-1be1-46bb-b83d-83e75262c5fb,f9c7603d-a1b5-4489-9c37-370fb600450f,69d6f82d-95d6-4c0d-8d9e-0834db4a463f,2025-04-16 04:21:14,pending
57136d37-0385-4482-a269-89e68a536dac,71c4f328-527a-447d-b724-d5f6d1b674d3,c0474d8d-97e1-4c58-a9e3-5aa80c5a4829,2024-12-15 11:31:16,pending
cb8ab0a7-0422-4b43-b44d-4ed4af8eea9e,3472629f-5a1d-4fc8-9076-f902b9214f10,1f1c86c1-6191-4fe7-a0c7-5b4e51faf79d,2025-02-11 06:36:10,completed
2fd7300b-e0c0-401b-8a8f-a6eccf4bf5e8,ac3dba7d-6c86-4312-a2d6-0e814e562728,69d6f82d-95d6-4c0d-8d9e-0834db4a463f,2024-11-22 20:06:15,pending
1436cf97-d555-4248-8776-d996473161eb,fde01e82-d1b6-4973-8610-19f78ba2b1eb,26532bad-636c-4868-a426-749a55575659,2025-06-22 13:57:51,pending
5563008d-35f6-4b57-a2ba-506ceed48aa7,6c2190ab-3d98-423b-97a3-fcac23c99956,69d6f82d-95d6-4c0d-8d9e-0834db4a463f,2024-10-03 06:28:34,cancelled
791e8502-afff-4170-93b2-ab046d225709,e6349f2d-7c53-4cc9-a7f5-a465d2d9debc,66bd0f1e-bb5a-4497-b2ba-c5d8986f5a63,2025-06-20 17:24:22,completed
e8b77f6d-25df-4652-a8e5-e8c196b6246a,86c69535-6d5f-418b-8aa4-3f993d2a86de,69d6f82d-95d6-4c0d-8d9e-0834db4a463f,2025-04-10 15:29:56,pending
4f978f1a-4b35-4976-91f5-fce95a6f0feb,1893a7e3-6d0c-43f8-b861-a0e2bd29957a,69d6f82d-95d6-4c0d-8d9e-0834db4a463f,2025-07-04 15:36:33,cancelled
98987c2a-058b-4073-80aa-e4abfb9f96cb,748a8521-c4b7-4cf6-89ed-2863271117b6,66bd0f1e-bb5a-4497-b2ba-c5d8986f5a63,2025-03-03 01:20:05,cancelled
d8b19e74-38e7-4db1-8c02-60557b84d0b6,8f94ca3b-9b88-4a2f-881d-2b05eb745bdf,775be3e5-a37b-4c52-9fc8-ae9cbf762ce4,2024-10-07 14:23:39,cancelled
8b62f59f-863d-4d7f-b793-0d0de5beeba9,fe5e7530-975d-46f4-b4b3-ea95aeeaedb3,c0474d8d-97e1-4c58-a9e3-5aa80c5a4829,2024-11-20 08:21:06,pending
237ccfcb-721c-4a22-ab74-d11544fe7e20,ea51b855-8b35-4992-a894-7bf42e7b1773,588807d0-de13-43d9-964d-10b25922179c,2024-09-05 03:48:44,pending
ee6b3d83-3b62-47ed-8b7c-9d49457ebcae,f9aef3a9-be1e-437e-b818-b376e31c0b9f,c45c9eb4-af8f-4e19-8cbb-d2f0134f79db,2025-01-28 02:04:53,pending
87db92ec-d98e-411f-ad72-2b039be5fdd1,453265ff-69ce-4def-b528-c54853252cc6,c0474d8d-97e1-4c58-a9e3-5aa80c5a4829,2024-09-16 22:36:41,completed
7818c8a4-149a-4753-814a-5f0b91dc7f54,2933a9d8-a00b-4567-849f-aa76831d7916,775be3e5-a37b-4c52-9fc8-ae9cbf762ce4,2025-05-12 23:57:01,cancelled
81a8a77a-e361-4ec5-92e0-ef61a81dcaac,e5ea4ec1-5dde-4825-9e10-23297b52755b,c45c9eb4-af8f-4e19-8cbb-d2f0134f79db,2024-11-06 16:53:44,pending
e2ec7765-7e39-4562-837f-0f53559293e7,29d771f0-3b5d-432e-957b-98cd0621e401,26532bad-636c-4868-a426-749a55575659,2025-05-06 21:18:54,completed
6c3f8e0e-e9e7-46e0-9f2b-65f932d6c26e,b081697b-9eeb-41f1-86cc-c8ee36418db1,588807d0-de13-43d9-964d-10b25922179c,2025-06-08 04:23:48,cancelled
9b7c95e7-7720-4cbc-8fa2-300bffab76d9,0c90001a-9b48-4fbf-9108-6b45e4986d87,fecb2175-248c-490e-bcc2-3643fadf8ff0,2025-03-03 08:38:18,cancelled
e0c48c3b-87c5-4cb4-a1d0-83a36a13255e,63ac713c-5136-480b-b8e4-0090fc88f12d,1f1c86c1-6191-4fe7-a0c7-5b4e51faf79d,2025-05-21 12:59:56,pending
67cca81c-b924-4058-acda-9633191ea60f,71b58155-0ac6-46fd-8220-87d372c257ee,fecb2175-248c-490e-bcc2-3643fadf8ff0,2025-07-18 16:21:54,completed
c6bd96f9-b785-4a72-b852-3d7b31c8a293,bdd58af3-8c63-454b-97c6-e7f82ad82e92,c45c9eb4-af8f-4e19-8cbb-d2f0134f79db,2024-10-08 08:24:23,pending
4d6324f9-8ff2-4fad-b50b-50ade4fdf4e5,45049f41-4039-41f1-9089-c02958e38c4c,1bc4bab9-b73e-46eb-9ea6-c8f1479049bb,2025-04-19 05:27:51,cancelled
760fdd20-0be5-4182-bf84-7db713bd231f,6aa37336-506f-4e90-a0f0-fd8739ff86b1,588807d0-de13-43d9-964d-10b25922179c,2025-07-13 14:52:59,completed
